Periodo,Industria,Genero,Valor
sep-19,nan,Varones,39222.2
oct-19,nan,Varones,42906.4
nov-19,nan,Varones,42487.7
dic-19,nan,Varones,66557.8
ene-20,nan,Varones,47939.6
feb-20,nan,Varones,46150.8
mar-20,nan,Varones,46390.5
abr-20,nan,Varones,41286.6
may-20,nan,Varones,42143.9
jun-20,nan,Varones,67683.7
jul-20,nan,Varones,47082.8
ago-20,nan,Varones,48933.5
sep-20,nan,Varones,51054
oct-20,nan,Varones,52669.3
nov-20,nan,Varones,53529.3
dic-20,nan,Varones,83128.7
ene-21,nan,Varones,60607.4
feb-21,nan,Varones,62850.3
mar-21,nan,Varones,66724.4
abr-21,nan,Varones,70956.2
may-21,nan,Varones,72564.3
jun-21,nan,Varones,109711.3
jul-21,nan,Varones,79594.8
ago-21,nan,Varones,80123.3
sep-21,nan,Varones,81112.5
oct-21,nan,Varones,85754.5
nov-21,nan,Varones,89741
dic-21,nan,Varones,139491.7
ene-22,nan,Varones,100019.6
feb-22,nan,Varones,94242.4
mar-22,nan,Varones,105673.8
abr-22,nan,Varones,113372.9
may-22,nan,Varones,119035.8
jun-22,nan,Varones,173715.2
jul-22,nan,Varones,130206.7
ago-22,nan,Varones,143465.2
sep-22,nan,Varones,145603.6
oct-22,nan,Varones,153688.9
ene-96,Maquinaria y equipo,Mujeres,843.4
feb-96,Maquinaria y equipo,Mujeres,755
mar-96,Maquinaria y equipo,Mujeres,741.8
abr-96,Maquinaria y equipo,Mujeres,752.2
may-96,Maquinaria y equipo,Mujeres,768.9
jun-96,Maquinaria y equipo,Mujeres,1098.5
jul-96,Maquinaria y equipo,Mujeres,791.5
ago-96,Maquinaria y equipo,Mujeres,773.3
sep-96,Maquinaria y equipo,Mujeres,776.1
oct-96,Maquinaria y equipo,Mujeres,810.7
nov-96,Maquinaria y equipo,Mujeres,807.6
dic-96,Maquinaria y equipo,Mujeres,1266.9
ene-97,Maquinaria y equipo,Mujeres,827.8
feb-97,Maquinaria y equipo,Mujeres,764.1
mar-97,Maquinaria y equipo,Mujeres,757.7
abr-97,Maquinaria y equipo,Mujeres,795
may-97,Maquinaria y equipo,Mujeres,788.5
jun-97,Maquinaria y equipo,Mujeres,1139.5
jul-97,Maquinaria y equipo,Mujeres,794.5
ago-97,Maquinaria y equipo,Mujeres,771.7
sep-97,Maquinaria y equipo,Mujeres,785.6
oct-97,Maquinaria y equipo,Mujeres,796.6
nov-97,Maquinaria y equipo,Mujeres,793.3
dic-97,Maquinaria y equipo,Mujeres,1261
ene-98,Maquinaria y equipo,Mujeres,828.1
feb-98,Maquinaria y equipo,Mujeres,762.2
mar-98,Maquinaria y equipo,Mujeres,767.2
abr-98,Maquinaria y equipo,Mujeres,791.3
may-98,Maquinaria y equipo,Mujeres,796.5
jun-98,Maquinaria y equipo,Mujeres,1156.7
jul-98,Maquinaria y equipo,Mujeres,789.5
ago-98,Maquinaria y equipo,Mujeres,780.6
sep-98,Maquinaria y equipo,Mujeres,781.9
oct-98,Maquinaria y equipo,Mujeres,778.3
nov-98,Maquinaria y equipo,Mujeres,801.4
dic-98,Maquinaria y equipo,Mujeres,1222.5
ene-99,Maquinaria y equipo,Mujeres,861.4
feb-99,Maquinaria y equipo,Mujeres,788.4
mar-99,Maquinaria y equipo,Mujeres,796.6
abr-99,Maquinaria y equipo,Mujeres,780.1
may-99,Maquinaria y equipo,Mujeres,795
jun-99,Maquinaria y equipo,Mujeres,1150.3
jul-99,Maquinaria y equipo,Mujeres,788.9
ago-99,Maquinaria y equipo,Mujeres,797.3
sep-99,Maquinaria y equipo,Mujeres,777.3
oct-99,Maquinaria y equipo,Mujeres,771.2
nov-99,Maquinaria y equipo,Mujeres,803.9
dic-99,Maquinaria y equipo,Mujeres,1208.9
ene-00,Maquinaria y equipo,Mujeres,834.4
feb-00,Maquinaria y equipo,Mujeres,791.9
mar-00,Maquinaria y equipo,Mujeres,787.2
abr-00,Maquinaria y equipo,Mujeres,765.7
may-00,Maquinaria y equipo,Mujeres,792
jun-00,Maquinaria y equipo,Mujeres,1141.4
jul-00,Maquinaria y equipo,Mujeres,783.2
ago-00,Maquinaria y equipo,Mujeres,786
sep-00,Maquinaria y equipo,Mujeres,776.3
oct-00,Maquinaria y equipo,Mujeres,808.1
nov-00,Maquinaria y equipo,Mujeres,792.1
dic-00,Maquinaria y equipo,Mujeres,1212
ene-01,Maquinaria y equipo,Mujeres,825.6
feb-01,Maquinaria y equipo,Mujeres,812.1
mar-01,Maquinaria y equipo,Mujeres,818.6
abr-01,Maquinaria y equipo,Mujeres,798.2
may-01,Maquinaria y equipo,Mujeres,802.9
jun-01,Maquinaria y equipo,Mujeres,1160.2
jul-01,Maquinaria y equipo,Mujeres,796
ago-01,Maquinaria y equipo,Mujeres,792.1
sep-01,Maquinaria y equipo,Mujeres,782.4
oct-01,Maquinaria y equipo,Mujeres,792
nov-01,Maquinaria y equipo,Mujeres,773.1
dic-01,Maquinaria y equipo,Mujeres,1181.3
ene-02,Maquinaria y equipo,Mujeres,803.7
feb-02,Maquinaria y equipo,Mujeres,762.1
mar-02,Maquinaria y equipo,Mujeres,776.9
abr-02,Maquinaria y equipo,Mujeres,758.3
may-02,Maquinaria y equipo,Mujeres,812.3
jun-02,Maquinaria y equipo,Mujeres,1171.7
jul-02,Maquinaria y equipo,Mujeres,839.3
ago-02,Maquinaria y equipo,Mujeres,819.5
sep-02,Maquinaria y equipo,Mujeres,821.6
oct-02,Maquinaria y equipo,Mujeres,861.7
nov-02,Maquinaria y equipo,Mujeres,870.2
dic-02,Maquinaria y equipo,Mujeres,1326.3
ene-03,Maquinaria y equipo,Mujeres,987.9
feb-03,Maquinaria y equipo,Mujeres,950.8
mar-03,Maquinaria y equipo,Mujeres,913
abr-03,Maquinaria y equipo,Mujeres,949.2
may-03,Maquinaria y equipo,Mujeres,963.2
jun-03,Maquinaria y equipo,Mujeres,1366.5
jul-03,Maquinaria y equipo,Mujeres,972.6
ago-03,Maquinaria y equipo,Mujeres,961.8
sep-03,Maquinaria y equipo,Mujeres,977.8
oct-03,Maquinaria y equipo,Mujeres,991
nov-03,Maquinaria y equipo,Mujeres,1001.8
dic-03,Maquinaria y equipo,Mujeres,1581.2
ene-04,Maquinaria y equipo,Mujeres,1167.1
feb-04,Maquinaria y equipo,Mujeres,1132.2
mar-04,Maquinaria y equipo,Mujeres,1130.7
abr-04,Maquinaria y equipo,Mujeres,1119.8
may-04,Maquinaria y equipo,Mujeres,1112
jun-04,Maquinaria y equipo,Mujeres,1666.6
jul-04,Maquinaria y equipo,Mujeres,1118.7
ago-04,Maquinaria y equipo,Mujeres,1103.9
sep-04,Maquinaria y equipo,Mujeres,1108.6
oct-04,Maquinaria y equipo,Mujeres,1116.5
nov-04,Maquinaria y equipo,Mujeres,1155.5
dic-04,Maquinaria y equipo,Mujeres,1824.4
ene-05,Maquinaria y equipo,Mujeres,1302.3
feb-05,Maquinaria y equipo,Mujeres,1235.6
mar-05,Maquinaria y equipo,Mujeres,1245.1
abr-05,Maquinaria y equipo,Mujeres,1268.7
may-05,Maquinaria y equipo,Mujeres,1269.9
jun-05,Maquinaria y equipo,Mujeres,1840.5
jul-05,Maquinaria y equipo,Mujeres,1271.4
ago-05,Maquinaria y equipo,Mujeres,1364.9
sep-05,Maquinaria y equipo,Mujeres,1397.2
oct-05,Maquinaria y equipo,Mujeres,1386
nov-05,Maquinaria y equipo,Mujeres,1416.9
dic-05,Maquinaria y equipo,Mujeres,2259.3
ene-06,Maquinaria y equipo,Mujeres,1574.3
feb-06,Maquinaria y equipo,Mujeres,1486.9
mar-06,Maquinaria y equipo,Mujeres,1536.1
abr-06,Maquinaria y equipo,Mujeres,1480.6
may-06,Maquinaria y equipo,Mujeres,1517.4
jun-06,Maquinaria y equipo,Mujeres,2279.9
jul-06,Maquinaria y equipo,Mujeres,1644
ago-06,Maquinaria y equipo,Mujeres,1721.3
sep-06,Maquinaria y equipo,Mujeres,1719.3
oct-06,Maquinaria y equipo,Mujeres,1694.5
nov-06,Maquinaria y equipo,Mujeres,1712
dic-06,Maquinaria y equipo,Mujeres,2696.7
ene-07,Maquinaria y equipo,Mujeres,1856.5
feb-07,Maquinaria y equipo,Mujeres,1769.4
mar-07,Maquinaria y equipo,Mujeres,1854.9
abr-07,Maquinaria y equipo,Mujeres,1778.1
may-07,Maquinaria y equipo,Mujeres,1974.7
jun-07,Maquinaria y equipo,Mujeres,2864.4
jul-07,Maquinaria y equipo,Mujeres,1952.4
ago-07,Maquinaria y equipo,Mujeres,2007.1
sep-07,Maquinaria y equipo,Mujeres,2077.3
oct-07,Maquinaria y equipo,Mujeres,2042
nov-07,Maquinaria y equipo,Mujeres,2062.7
dic-07,Maquinaria y equipo,Mujeres,3431.5
ene-08,Maquinaria y equipo,Mujeres,2360.2
feb-08,Maquinaria y equipo,Mujeres,2221.7
mar-08,Maquinaria y equipo,Mujeres,2250.1
abr-08,Maquinaria y equipo,Mujeres,2245.5
may-08,Maquinaria y equipo,Mujeres,2449.8
jun-08,Maquinaria y equipo,Mujeres,3595
jul-08,Maquinaria y equipo,Mujeres,2506.2
ago-08,Maquinaria y equipo,Mujeres,2693.3
sep-08,Maquinaria y equipo,Mujeres,2675.9
oct-08,Maquinaria y equipo,Mujeres,2677.6
nov-08,Maquinaria y equipo,Mujeres,2739
dic-08,Maquinaria y equipo,Mujeres,4126.9
ene-09,Maquinaria y equipo,Mujeres,3008.7
feb-09,Maquinaria y equipo,Mujeres,2728.8
mar-09,Maquinaria y equipo,Mujeres,2790.7
abr-09,Maquinaria y equipo,Mujeres,2719.8
may-09,Maquinaria y equipo,Mujeres,2773.4
jun-09,Maquinaria y equipo,Mujeres,4301.1
jul-09,Maquinaria y equipo,Mujeres,2887.2
ago-09,Maquinaria y equipo,Mujeres,3009.6
sep-09,Maquinaria y equipo,Mujeres,3128.4
oct-09,Maquinaria y equipo,Mujeres,3164
nov-09,Maquinaria y equipo,Mujeres,3137.7
dic-09,Maquinaria y equipo,Mujeres,5009.3
ene-10,Maquinaria y equipo,Mujeres,3498.9
feb-10,Maquinaria y equipo,Mujeres,3347.6
mar-10,Maquinaria y equipo,Mujeres,3452.6
abr-10,Maquinaria y equipo,Mujeres,3506.7
may-10,Maquinaria y equipo,Mujeres,3763.1
jun-10,Maquinaria y equipo,Mujeres,5498.8
jul-10,Maquinaria y equipo,Mujeres,4017.6
ago-10,Maquinaria y equipo,Mujeres,4064.2
sep-10,Maquinaria y equipo,Mujeres,4265.5
oct-10,Maquinaria y equipo,Mujeres,4220.6
nov-10,Maquinaria y equipo,Mujeres,4361.5
dic-10,Maquinaria y equipo,Mujeres,6675.1
ene-11,Maquinaria y equipo,Mujeres,4866
feb-11,Maquinaria y equipo,Mujeres,4517.5
mar-11,Maquinaria y equipo,Mujeres,4599.1
abr-11,Maquinaria y equipo,Mujeres,4632.4
may-11,Maquinaria y equipo,Mujeres,5097.9
jun-11,Maquinaria y equipo,Mujeres,7432.8
jul-11,Maquinaria y equipo,Mujeres,5428.6
ago-11,Maquinaria y equipo,Mujeres,5484.5
sep-11,Maquinaria y equipo,Mujeres,5713.2
oct-11,Maquinaria y equipo,Mujeres,5566.8
nov-11,Maquinaria y equipo,Mujeres,5632.2
dic-11,Maquinaria y equipo,Mujeres,8945
ene-12,Maquinaria y equipo,Mujeres,6351.8
feb-12,Maquinaria y equipo,Mujeres,6011.6
mar-12,Maquinaria y equipo,Mujeres,6200.1
abr-12,Maquinaria y equipo,Mujeres,5945
may-12,Maquinaria y equipo,Mujeres,6823.8
jun-12,Maquinaria y equipo,Mujeres,9857.9
jul-12,Maquinaria y equipo,Mujeres,6847.4
ago-12,Maquinaria y equipo,Mujeres,7028.9
sep-12,Maquinaria y equipo,Mujeres,7301.5
oct-12,Maquinaria y equipo,Mujeres,7166.7
nov-12,Maquinaria y equipo,Mujeres,7431.4
dic-12,Maquinaria y equipo,Mujeres,11433.1
ene-13,Maquinaria y equipo,Mujeres,7945.3
feb-13,Maquinaria y equipo,Mujeres,7394.7
mar-13,Maquinaria y equipo,Mujeres,7502.5
abr-13,Maquinaria y equipo,Mujeres,7432.9
may-13,Maquinaria y equipo,Mujeres,8450.9
jun-13,Maquinaria y equipo,Mujeres,11796.8
jul-13,Maquinaria y equipo,Mujeres,9429.4
ago-13,Maquinaria y equipo,Mujeres,8809.1
sep-13,Maquinaria y equipo,Mujeres,9136.4
oct-13,Maquinaria y equipo,Mujeres,9195.9
nov-13,Maquinaria y equipo,Mujeres,9706
dic-13,Maquinaria y equipo,Mujeres,15184.3
ene-14,Maquinaria y equipo,Mujeres,9960.2
feb-14,Maquinaria y equipo,Mujeres,9699.6
mar-14,Maquinaria y equipo,Mujeres,9979.1
abr-14,Maquinaria y equipo,Mujeres,10289
may-14,Maquinaria y equipo,Mujeres,10463.3
jun-14,Maquinaria y equipo,Mujeres,15355.3
jul-14,Maquinaria y equipo,Mujeres,11232.3
ago-14,Maquinaria y equipo,Mujeres,12274.5
sep-14,Maquinaria y equipo,Mujeres,11720.6
oct-14,Maquinaria y equipo,Mujeres,11576.8
nov-14,Maquinaria y equipo,Mujeres,12016.3
dic-14,Maquinaria y equipo,Mujeres,19235
ene-15,Maquinaria y equipo,Mujeres,12867.1
feb-15,Maquinaria y equipo,Mujeres,13037.1
mar-15,Maquinaria y equipo,Mujeres,12900.7
abr-15,Maquinaria y equipo,Mujeres,12629.7
may-15,Maquinaria y equipo,Mujeres,13974.3
jun-15,Maquinaria y equipo,Mujeres,20808.1
jul-15,Maquinaria y equipo,Mujeres,14210.8
ago-15,Maquinaria y equipo,Mujeres,15607.6
sep-15,Maquinaria y equipo,Mujeres,17038.2
oct-15,Maquinaria y equipo,Mujeres,17412
nov-15,Maquinaria y equipo,Mujeres,17950.9
dic-15,Maquinaria y equipo,Mujeres,28179.7
ene-16,Maquinaria y equipo,Mujeres,16799.7
feb-16,Maquinaria y equipo,Mujeres,18268.6
mar-16,Maquinaria y equipo,Mujeres,18221.9
abr-16,Maquinaria y equipo,Mujeres,16988.3
may-16,Maquinaria y equipo,Mujeres,19279.3
jun-16,Maquinaria y equipo,Mujeres,27219.4
jul-16,Maquinaria y equipo,Mujeres,19371.8
ago-16,Maquinaria y equipo,Mujeres,21509.9
sep-16,Maquinaria y equipo,Mujeres,20967.5
oct-16,Maquinaria y equipo,Mujeres,21437.5
nov-16,Maquinaria y equipo,Mujeres,22302.7
dic-16,Maquinaria y equipo,Mujeres,33552.6
ene-17,Maquinaria y equipo,Mujeres,22103.5
feb-17,Maquinaria y equipo,Mujeres,23833
mar-17,Maquinaria y equipo,Mujeres,23501.9
abr-17,Maquinaria y equipo,Mujeres,23189.2
may-17,Maquinaria y equipo,Mujeres,24623.9
jun-17,Maquinaria y equipo,Mujeres,37610.9
jul-17,Maquinaria y equipo,Mujeres,26406.4
ago-17,Maquinaria y equipo,Mujeres,29235.9
sep-17,Maquinaria y equipo,Mujeres,28090.3
oct-17,Maquinaria y equipo,Mujeres,27765.7
nov-17,Maquinaria y equipo,Mujeres,29281
dic-17,Maquinaria y equipo,Mujeres,45526
ene-18,Maquinaria y equipo,Mujeres,28940
feb-18,Maquinaria y equipo,Mujeres,30282.1
mar-18,Maquinaria y equipo,Mujeres,30241.1
abr-18,Maquinaria y equipo,Mujeres,29296.1
may-18,Maquinaria y equipo,Mujeres,32641.6
jun-18,Maquinaria y equipo,Mujeres,46821
jul-18,Maquinaria y equipo,Mujeres,31341.6
ago-18,Maquinaria y equipo,Mujeres,32088.2
sep-18,Maquinaria y equipo,Mujeres,32582.4
oct-18,Maquinaria y equipo,Mujeres,33607.3
nov-18,Maquinaria y equipo,Mujeres,35224.8
dic-18,Maquinaria y equipo,Mujeres,54323.3
ene-19,Maquinaria y equipo,Mujeres,38194.3
feb-19,Maquinaria y equipo,Mujeres,37413.3
mar-19,Maquinaria y equipo,Mujeres,40120.4
abr-19,Maquinaria y equipo,Mujeres,40127.7
may-19,Maquinaria y equipo,Mujeres,44449.5
jun-19,Maquinaria y equipo,Mujeres,64950.2
jul-19,Maquinaria y equipo,Mujeres,46133.8
ago-19,Maquinaria y equipo,Mujeres,47025.8
sep-19,Maquinaria y equipo,Mujeres,48029.8
oct-19,Maquinaria y equipo,Mujeres,50556.2
nov-19,Maquinaria y equipo,Mujeres,51342.7
dic-19,Maquinaria y equipo,Mujeres,79844.1
ene-20,Maquinaria y equipo,Mujeres,55976.6
feb-20,Maquinaria y equipo,Mujeres,57371.5
mar-20,Maquinaria y equipo,Mujeres,56233.1
abr-20,Maquinaria y equipo,Mujeres,54553.6
may-20,Maquinaria y equipo,Mujeres,53276.2
jun-20,Maquinaria y equipo,Mujeres,82008.7
jul-20,Maquinaria y equipo,Mujeres,56737
ago-20,Maquinaria y equipo,Mujeres,59017.2
sep-20,Maquinaria y equipo,Mujeres,61442.1
oct-20,Maquinaria y equipo,Mujeres,63756.2
nov-20,Maquinaria y equipo,Mujeres,66262.3
dic-20,Maquinaria y equipo,Mujeres,97974.4
ene-21,Maquinaria y equipo,Mujeres,76168.6
feb-21,Maquinaria y equipo,Mujeres,81669
mar-21,Maquinaria y equipo,Mujeres,78157.6
abr-21,Maquinaria y equipo,Mujeres,82470.9
may-21,Maquinaria y equipo,Mujeres,84624.3
jun-21,Maquinaria y equipo,Mujeres,125252.5
jul-21,Maquinaria y equipo,Mujeres,90279
ago-21,Maquinaria y equipo,Mujeres,92814.7
sep-21,Maquinaria y equipo,Mujeres,95138.4
oct-21,Maquinaria y equipo,Mujeres,100748.7
nov-21,Maquinaria y equipo,Mujeres,104109.3
dic-21,Maquinaria y equipo,Mujeres,158032.5
ene-22,Maquinaria y equipo,Mujeres,121589.2
feb-22,Maquinaria y equipo,Mujeres,122197
mar-22,Maquinaria y equipo,Mujeres,129650.4
abr-22,Maquinaria y equipo,Mujeres,137319.4
may-22,Maquinaria y equipo,Mujeres,140937.1
jun-22,Maquinaria y equipo,Mujeres,206354.1
jul-22,Maquinaria y equipo,Mujeres,158813
ago-22,Maquinaria y equipo,Mujeres,169146.6
sep-22,Maquinaria y equipo,Mujeres,178167
oct-22,Maquinaria y equipo,Mujeres,187080.3
ene-96,nan,Varones,951.4
feb-96,nan,Varones,837.5
mar-96,nan,Varones,818.4
abr-96,nan,Varones,833.2
may-96,nan,Varones,864.6
jun-96,nan,Varones,1226.3
jul-96,nan,Varones,856.4
ago-96,nan,Varones,835.3
sep-96,nan,Varones,830.7
oct-96,nan,Varones,880.3
nov-96,nan,Varones,850.9
dic-96,nan,Varones,1319.3
ene-97,nan,Varones,945.5
feb-97,nan,Varones,814.7
mar-97,nan,Varones,813
abr-97,nan,Varones,847.4
may-97,nan,Varones,854.7
jun-97,nan,Varones,1250
jul-97,nan,Varones,864.5
ago-97,nan,Varones,822.1
sep-97,nan,Varones,861.4
oct-97,nan,Varones,874.7
nov-97,nan,Varones,842
dic-97,nan,Varones,1349.1
ene-98,nan,Varones,943.6
feb-98,nan,Varones,827.5
mar-98,nan,Varones,839.9
abr-98,nan,Varones,847.7
may-98,nan,Varones,835.6
jun-98,nan,Varones,1280.1
jul-98,nan,Varones,862
ago-98,nan,Varones,837.6
sep-98,nan,Varones,847.6
oct-98,nan,Varones,847.8
nov-98,nan,Varones,844.8
dic-98,nan,Varones,1355.7
ene-99,nan,Varones,958.7
feb-99,nan,Varones,845.4
mar-99,nan,Varones,851.6
abr-99,nan,Varones,851.8
may-99,nan,Varones,845.8
jun-99,nan,Varones,1273.3
jul-99,nan,Varones,838.4
ago-99,nan,Varones,831.9
sep-99,nan,Varones,838.5
oct-99,nan,Varones,830.3
nov-99,nan,Varones,871.3
dic-99,nan,Varones,1351.1
ene-00,nan,Varones,948.6
feb-00,nan,Varones,855.8
mar-00,nan,Varones,867.7
abr-00,nan,Varones,841.6
may-00,nan,Varones,873
jun-00,nan,Varones,1298.3
jul-00,nan,Varones,872
ago-00,nan,Varones,877.8
sep-00,nan,Varones,854.7
oct-00,nan,Varones,888.3
nov-00,nan,Varones,871.7
dic-00,nan,Varones,1353.9
ene-01,nan,Varones,960.6
feb-01,nan,Varones,880.9
mar-01,nan,Varones,892.1
abr-01,nan,Varones,879.1
may-01,nan,Varones,902.4
jun-01,nan,Varones,1305.4
jul-01,nan,Varones,878.9
ago-01,nan,Varones,875.6
sep-01,nan,Varones,836.8
oct-01,nan,Varones,932.3
nov-01,nan,Varones,869
dic-01,nan,Varones,1325.8
ene-02,nan,Varones,947.6
feb-02,nan,Varones,847.7
mar-02,nan,Varones,848.6
abr-02,nan,Varones,888.5
may-02,nan,Varones,943.9
jun-02,nan,Varones,1336.6
jul-02,nan,Varones,978.8
ago-02,nan,Varones,966.5
sep-02,nan,Varones,954.8
oct-02,nan,Varones,1015.9
nov-02,nan,Varones,1027.1
dic-02,nan,Varones,1566.4
ene-03,nan,Varones,1143.9
feb-03,nan,Varones,1063.4
mar-03,nan,Varones,1044.3
abr-03,nan,Varones,1074.9
may-03,nan,Varones,1104.2
jun-03,nan,Varones,1548.2
jul-03,nan,Varones,1098.2
ago-03,nan,Varones,1087.4
sep-03,nan,Varones,1118.5
oct-03,nan,Varones,1146.1
nov-03,nan,Varones,1133.9
dic-03,nan,Varones,1886.1
ene-04,nan,Varones,1356.6
feb-04,nan,Varones,1274.9
mar-04,nan,Varones,1329.4
abr-04,nan,Varones,1293.3
may-04,nan,Varones,1288
jun-04,nan,Varones,1918.5
jul-04,nan,Varones,1289.4
ago-04,nan,Varones,1289.8
sep-04,nan,Varones,1298.7
oct-04,nan,Varones,1280.6
nov-04,nan,Varones,1358.8
dic-04,nan,Varones,2203.1
ene-05,nan,Varones,1552.4
feb-05,nan,Varones,1409.2
mar-05,nan,Varones,1460.2
abr-05,nan,Varones,1485.2
may-05,nan,Varones,1490.6
jun-05,nan,Varones,2198.2
jul-05,nan,Varones,1500.2
ago-05,nan,Varones,1629.1
sep-05,nan,Varones,1685.7
oct-05,nan,Varones,1676.9
nov-05,nan,Varones,1711.4
dic-05,nan,Varones,2741
ene-06,nan,Varones,1931.7
feb-06,nan,Varones,1738.3
mar-06,nan,Varones,1848.5
abr-06,nan,Varones,1754.8
may-06,nan,Varones,1836.8
jun-06,nan,Varones,2735
jul-06,nan,Varones,1980.1
ago-06,nan,Varones,2104.6
sep-06,nan,Varones,2027.2
oct-06,nan,Varones,2025.1
nov-06,nan,Varones,2078
dic-06,nan,Varones,3221.6
ene-07,nan,Varones,2277.2
feb-07,nan,Varones,2031.4
mar-07,nan,Varones,2208.4
abr-07,nan,Varones,2111.1
may-07,nan,Varones,2408.6
jun-07,nan,Varones,3452.2
jul-07,nan,Varones,2332.7
ago-07,nan,Varones,2475.3
sep-07,nan,Varones,2423.4
oct-07,nan,Varones,2509.9
nov-07,nan,Varones,2527.6
dic-07,nan,Varones,4190.1
ene-08,nan,Varones,2853.8
feb-08,nan,Varones,2614.6
mar-08,nan,Varones,2653.4
abr-08,nan,Varones,2740.4
may-08,nan,Varones,3002.5
jun-08,nan,Varones,4334.7
jul-08,nan,Varones,3015.5
ago-08,nan,Varones,3233.3
sep-08,nan,Varones,3277.1
oct-08,nan,Varones,3293.2
nov-08,nan,Varones,3225.4
dic-08,nan,Varones,5081.1
ene-09,nan,Varones,3688.7
feb-09,nan,Varones,3210.1
mar-09,nan,Varones,3302.6
abr-09,nan,Varones,3255.9
may-09,nan,Varones,3230.4
jun-09,nan,Varones,5179.5
jul-09,nan,Varones,3405.3
ago-09,nan,Varones,3510.3
sep-09,nan,Varones,3737.4
oct-09,nan,Varones,3886.7
nov-09,nan,Varones,3745.9
dic-09,nan,Varones,6079.7
ene-10,nan,Varones,4254
feb-10,nan,Varones,4007.4
mar-10,nan,Varones,4245.4
abr-10,nan,Varones,4414.2
may-10,nan,Varones,4625.4
jun-10,nan,Varones,6803.8
jul-10,nan,Varones,4841.5
ago-10,nan,Varones,4998.8
sep-10,nan,Varones,5022
oct-10,nan,Varones,4957.6
nov-10,nan,Varones,5141.6
dic-10,nan,Varones,8089.4
ene-11,nan,Varones,5887.2
feb-11,nan,Varones,5235.5
mar-11,nan,Varones,5588.3
abr-11,nan,Varones,5430.9
may-11,nan,Varones,6405
jun-11,nan,Varones,8853.2
jul-11,nan,Varones,6257.9
ago-11,nan,Varones,6580.2
sep-11,nan,Varones,6482.7
oct-11,nan,Varones,6467.8
nov-11,nan,Varones,6617.9
dic-11,nan,Varones,10271.6
ene-12,nan,Varones,7564.7
feb-12,nan,Varones,6740.5
mar-12,nan,Varones,7141.2
abr-12,nan,Varones,6761.8
may-12,nan,Varones,8084.7
jun-12,nan,Varones,11349.8
jul-12,nan,Varones,7885.6
ago-12,nan,Varones,8086
sep-12,nan,Varones,7836.2
oct-12,nan,Varones,8266.8
nov-12,nan,Varones,8639.5
dic-12,nan,Varones,13029.2
ene-13,nan,Varones,9502.8
feb-13,nan,Varones,8506.2
mar-13,nan,Varones,8661.3
abr-13,nan,Varones,8776.8
may-13,nan,Varones,10188
jun-13,nan,Varones,13831.7
jul-13,nan,Varones,10362.8
ago-13,nan,Varones,10018.8
sep-13,nan,Varones,10126.4
oct-13,nan,Varones,10460
nov-13,nan,Varones,10744.5
dic-13,nan,Varones,16893.8
ene-14,nan,Varones,11818.7
feb-14,nan,Varones,10754.7
mar-14,nan,Varones,11212.4
abr-14,nan,Varones,11880
may-14,nan,Varones,12503.9
jun-14,nan,Varones,18029.6
jul-14,nan,Varones,13284.3
ago-14,nan,Varones,13393
sep-14,nan,Varones,13731.1
